id,list,name,country
01882,RL,Social practices and knowledge related to the preparation and use of the traditional plum spirit – šljivovica,Serbia
01889,RL,Straw weaving in Belarus art craft and skills,Belarus
01742,RL,Talchum mask dance drama in the Republic of Korea,Republic of Korea
01705,RL,Telling tradition of Nasreddin Hodja/ Molla Nesreddin/ Molla Ependi/ Apendi/ Afendi Kozhanasyr Anecdotes,Azerbaijan
01705,RL,Telling tradition of Nasreddin Hodja/ Molla Nesreddin/ Molla Ependi/ Apendi/ Afendi Kozhanasyr Anecdotes,Kazakhstan
01705,RL,Telling tradition of Nasreddin Hodja/ Molla Nesreddin/ Molla Ependi/ Apendi/ Afendi Kozhanasyr Anecdotes,Kyrgyzstan
01705,RL,Telling tradition of Nasreddin Hodja/ Molla Nesreddin/ Molla Ependi/ Apendi/ Afendi Kozhanasyr Anecdotes,Tajikistan
01705,RL,Telling tradition of Nasreddin Hodja/ Molla Nesreddin/ Molla Ependi/ Apendi/ Afendi Kozhanasyr Anecdotes,Türkiye
01705,RL,Telling tradition of Nasreddin Hodja/ Molla Nesreddin/ Molla Ependi/ Apendi/ Afendi Kozhanasyr Anecdotes,Turkmenistan
01705,RL,Telling tradition of Nasreddin Hodja/ Molla Nesreddin/ Molla Ependi/ Apendi/ Afendi Kozhanasyr Anecdotes,Uzbekistan
01861,RL,The art of the traditional blouse with embroidery on the shoulder (altiţă) — an element of cultural identity in Romania and the Republic of Moldova,Romania
01861,RL,The art of the traditional blouse with embroidery on the shoulder (altiţă) — an element of cultural identity in Romania and the Republic of Moldova,Republic of Moldova
01858,RL,The practice of Modern Dance in Germany,Germany
01866,RL,Timber rafting,Austria
01866,RL,Timber rafting,Czechia
01866,RL,Timber rafting,Germany
01866,RL,Timber rafting,Latvia
01866,RL,Timber rafting,Poland
01866,RL,Timber rafting,Spain
01884,RL,Traditional tea processing techniques and associated social practices in China,China
01876,RL,Turkmen-style needlework art,Turkmenistan
01876,RL,Turkmen-style needlework art,Iran (Islamic Republic of)
01877,RL,Yaldā/Chella,Iran (Islamic Republic of)
01877,RL,Yaldā/Chella,Afghanistan
01905,BSP,Al Sadu Educational Programme: Train the trainers in the art of weaving,Kuwait
01848,BSP,Portuguese-Galician border ICH: a safeguarding model created by Ponte...nas ondas!,Portugal
01848,BSP,Portuguese-Galician border ICH: a safeguarding model created by Ponte...nas ondas!,Spain
01468,BSP,Strategy for safeguarding traditional crafts: The Bearers of Folk Craft Tradition programme,Czechia
01709,BSP,Tocatì a shared programme for the safeguarding of traditional games and sports,Italy
01709,BSP,Tocatì a shared programme for the safeguarding of traditional games and sports,Belgium
01709,BSP,Tocatì a shared programme for the safeguarding of traditional games and sports,Croatia
01709,BSP,Tocatì a shared programme for the safeguarding of traditional games and sports,Cyprus
01709,BSP,Tocatì a shared programme for the safeguarding of traditional games and sports,France
01680,USL,Building and use of expanded dugout boats in the Soomaa region,Estonia
01735,USL,Carolinian wayfinding and canoe making,Micronesia (Federated States of)
01689,USL,Cultural practices and expressions linked to the 'M’Bolon' a traditional musical percussion instrument,Mali
01688,USL,Tais traditional textile,Timor-Leste
01578,RL,Al-Qudoud al-Halabiya,Syrian Arab Republic
01718,RL,Arabic calligraphy: knowledge skills and practices,Saudi Arabia
01718,RL,Arabic calligraphy: knowledge skills and practices,Algeria
01718,RL,Arabic calligraphy: knowledge skills and practices,Bahrain
01718,RL,Arabic calligraphy: knowledge skills and practices,Egypt
01718,RL,Arabic calligraphy: knowledge skills and practices,Iraq
01718,RL,Arabic calligraphy: knowledge skills and practices,Jordan
01718,RL,Arabic calligraphy: knowledge skills and practices,Kuwait
01718,RL,Arabic calligraphy: knowledge skills and practices,Lebanon
01718,RL,Arabic calligraphy: knowledge skills and practices,Mauritania
01718,RL,Arabic calligraphy: knowledge skills and practices,Morocco
01718,RL,Arabic calligraphy: knowledge skills and practices,Oman
01718,RL,Arabic calligraphy: knowledge skills and practices,State of Palestine
01718,RL,Arabic calligraphy: knowledge skills and practices,Sudan
01718,RL,Arabic calligraphy: knowledge skills and practices,Tunisia
01718,RL,Arabic calligraphy: knowledge skills and practices,United Arab Emirates
01718,RL,Arabic calligraphy: knowledge skills and practices,Yemen
01575,RL,Art of Xòe dance of the Tai people in Viet Nam,Viet Nam
01706,RL,Bakhshi art,Uzbekistan
01748,RL,Ceebu Jën a culinary art of Senegal,Senegal
01604,RL,Community festivities in Campo Maior,Portugal
01711,RL,Congolese rumba,Democratic Republic of the Congo
01711,RL,Congolese rumba,Congo
01707,RL,Corso culture flower and fruit parades in the Netherlands,Netherlands (Kingdom of the)
01727,RL,Cultural Heritage of Boka Navy Kotor: a festive representation of a memory and cultural identity,Montenegro
01612,RL,Dances and expressions associated with the Corpus Christi Festivity,Panama
00703,RL,Durga Puja in Kolkata,India
01565,RL,Dutar making craftsmanship and traditional music performing art combined with singing,Turkmenistan
01725,RL,Falak,Tajikistan
01708,RL,Falconry a living human heritage,United Arab Emirates
01708,RL,Falconry a living human heritage,Austria
01708,RL,Falconry a living human heritage,Belgium
01708,RL,Falconry a living human heritage,Croatia
01708,RL,Falconry a living human heritage,Czechia
01708,RL,Falconry a living human heritage,France
01708,RL,Falconry a living human heritage,Germany
01708,RL,Falconry a living human heritage,Hungary
01708,RL,Falconry a living human heritage,Ireland
01708,RL,Falconry a living human heritage,Italy
01708,RL,Falconry a living human heritage,Kazakhstan
01708,RL,Falconry a living human heritage,Republic of Korea
01708,RL,Falconry a living human heritage,Kyrgyzstan
01708,RL,Falconry a living human heritage,Mongolia
01708,RL,Falconry a living human heritage,Morocco
01708,RL,Falconry a living human heritage,Netherlands (Kingdom of the)
01708,RL,Falconry a living human heritage,Pakistan
01708,RL,Falconry a living human heritage,Poland
01708,RL,Falconry a living human heritage,Portugal
01708,RL,Falconry a living human heritage,Qatar
01708,RL,Falconry a living human heritage,Saudi Arabia
01708,RL,Falconry a living human heritage,Slovakia
01708,RL,Falconry a living human heritage,Spain
01708,RL,Falconry a living human heritage,Syrian Arab Republic
01682,RL,Festive cycle around the devotion and worship towards Saint John the Baptist,Venezuela (Bolivarian Republic of)
01747,RL,Fjiri,Bahrain
01743,RL,Flower carpets tradition for Corpus Christi processions,Poland
01607,RL,Gamelan,Indonesia
01477,RL,Grand Festival of Tarija,Bolivia (Plurinational State of)
01684,RL,Hüsn-i Hat traditional calligraphy in Islamic art in Turkey,Türkiye
01696,RL,Inuit drum dancing and singing,Denmark
01853,RL,Joumou soup,Haiti
01683,RL,Kaustinen fiddle playing and related practices and expressions,Finland
01681,RL,L-Għana a Maltese folksong tradition,Malta
01741,RL,Malagasy Kabary the Malagasy oratorical art,Madagascar
01690,RL,Moutya,Seychelles
01590,RL,Namur stilt jousting,Belgium
01587,RL,Nora dance drama in southern Thailand,Thailand
01686,RL,Nordic clinker boat traditions,Denmark
01686,RL,Nordic clinker boat traditions,Finland
01686,RL,Nordic clinker boat traditions,Iceland
01686,RL,Nordic clinker boat traditions,Norway
01686,RL,Nordic clinker boat traditions,Sweden
01601,RL,Ornek a Crimean Tatar ornament and knowledge about it,Ukraine
01702,RL,Pasillo song and poetry,Ecuador
01557,RL,Pottery-related values knowledge lore and practices of the Awajún people,Peru
01505,RL,Songket,Malaysia
01483,RL,Tbourida,Morocco
01722,RL,The art of embroidery in Palestine practices skills knowledge and rituals,State of Palestine
01694,RL,Traditional craft skills and arts of Al-Naoor,Iraq
01693,RL,Traditional craftsmanship of making Dumbara Ratā Kalāla,Sri Lanka
01395,RL,Truffle hunting and extraction in Italy traditional knowledge and practice,Italy
00967,RL,Visoko multipart singing from Dolen and Satovcha South-western Bulgaria,Bulgaria
01716,BSP,National programme to safeguard the traditional art of calligraphy in Iran,Iran (Islamic Republic of)
01738,BSP,Nomad games rediscovering heritage celebrating diversity,Kyrgyzstan
01409,BSP,Success story of promoting traditional foods and safeguarding traditional foodways in Kenya,Kenya
01739,BSP,The School of Living Traditions (SLT),Philippines
01540,USL,Aboxan Musik ǀŌb ǂÂns tsî ǁKhasigu ancestral musical sound knowledge and skills,Namibia
01605,USL,Handmade weaving in Upper Egypt (Sa'eed),Egypt
01599,USL,Traditional knowledge and techniques associated with Pasto Varnish mopa-mopa of Putumayo and Nariño,Colombia
01577,RL,Al Aflaj traditional irrigation network system in the UAE oral traditions knowledge and skills of construction maintenance and equitable water distribution,United Arab Emirates
01541,RL,Art of crafting and playing Mbira/Sansi the finger-plucking traditional musical instrument in Malawi and Zimbabwe,Malawi
01541,RL,Art of crafting and playing Mbira/Sansi the finger-plucking traditional musical instrument in Malawi and Zimbabwe,Zimbabwe
01598,RL,Art of miniature,Azerbaijan
01598,RL,Art of miniature,Iran (Islamic Republic of)
01598,RL,Art of miniature,Türkiye
01598,RL,Art of miniature,Uzbekistan
01567,RL,Budima dance,Zambia
01576,RL,Camel racing a social practice and a festive heritage associated with camels,United Arab Emirates
01576,RL,Camel racing a social practice and a festive heritage associated with camels,Oman
01600,RL,Chamamé,Argentina
01566,RL,Charfia fishing in the Kerkennah Islands,Tunisia
01560,RL,Craftsmanship of mechanical watchmaking and art mechanics,Switzerland
01560,RL,Craftsmanship of mechanical watchmaking and art mechanics,France
01512,RL,Grass mowing competition custom in Kupres,Bosnia and Herzegovina
01559,RL,Handmade production of Christmas tree decorations from blown glass beads,Czechia
01568,RL,Hawker culture in Singapore community dining and culinary practices in a multicultural urban context,Singapore
01580,RL,Il-Ftira culinary art and culture of flattened sourdough bread in Malta,Malta
01602,RL,Knowledge know-how and practices pertaining to the production and consumption of couscous,Algeria
01602,RL,Knowledge know-how and practices pertaining to the production and consumption of couscous,Mauritania
01602,RL,Knowledge know-how and practices pertaining to the production and consumption of couscous,Morocco
01602,RL,Knowledge know-how and practices pertaining to the production and consumption of couscous,Tunisia
01581,RL,Musical art of horn players an instrumental technique linked to singing breath control vibrato resonance of place and conviviality,France
01581,RL,Musical art of horn players an instrumental technique linked to singing breath control vibrato resonance of place and conviviality,Belgium
01581,RL,Musical art of horn players an instrumental technique linked to singing breath control vibrato resonance of place and conviviality,Luxembourg
01581,RL,Musical art of horn players an instrumental technique linked to singing breath control vibrato resonance of place and conviviality,Italy
01511,RL,Nar Bayrami traditional pomegranate festivity and culture,Azerbaijan
01608,RL,Ong Chun/Wangchuan/Wangkang ceremony rituals and related practices for maintaining the sustainable connection between man and the ocean,China
01608,RL,Ong Chun/Wangchuan/Wangkang ceremony rituals and related practices for maintaining the sustainable connection between man and the ocean,Malaysia
01571,RL,Pilgrimage to the St. Thaddeus Apostle Monastery,Iran (Islamic Republic of)
01571,RL,Pilgrimage to the St. Thaddeus Apostle Monastery,Armenia
01603,RL,Practices and traditional knowledge of Terere in the culture of Pohã Ñana Guaraní ancestral drink in Paraguay,Paraguay
01596,RL,Sauna culture in Finland,Finland
00424,RL,Taijiquan,China
01591,RL,The art of glass beads,Italy
01591,RL,The art of glass beads,France
01597,RL,Traditional intelligence and strategy game: Togyzqumalaq Toguz Korgool Mangala/Göçürme,Kazakhstan
01597,RL,Traditional intelligence and strategy game: Togyzqumalaq Toguz Korgool Mangala/Göçürme,Kyrgyzstan
01597,RL,Traditional intelligence and strategy game: Togyzqumalaq Toguz Korgool Mangala/Göçürme,Türkiye
01573,RL,Tree beekeeping culture,Poland
01573,RL,Tree beekeeping culture,Belarus
00860,RL,Wine Horses,Spain
00882,RL,Yeondeunghoe lantern lighting festival in the Republic of Korea,Republic of Korea
01466,RL,Zlakusa pottery making hand-wheel pottery making in the village of Zlakusa,Serbia
01558,BSP,Craft techniques and customary practices of cathedral workshops or Bauhütten in Europe know-how transmission development of knowledge and innovation,Germany
01558,BSP,Craft techniques and customary practices of cathedral workshops or Bauhütten in Europe know-how transmission development of knowledge and innovation,Austria
01558,BSP,Craft techniques and customary practices of cathedral workshops or Bauhütten in Europe know-how transmission development of knowledge and innovation,France
01558,BSP,Craft techniques and customary practices of cathedral workshops or Bauhütten in Europe know-how transmission development of knowledge and innovation,Norway
01558,BSP,Craft techniques and customary practices of cathedral workshops or Bauhütten in Europe know-how transmission development of knowledge and innovation,Switzerland
01611,BSP,Polyphonic Caravan researching safeguarding and promoting the Epirus polyphonic song,Greece
01582,BSP,The Martinique yole from construction to sailing practices a model for heritage safeguarding,France
01495,USL,Buklog thanksgiving ritual system of the Subanen,Philippines
01489,USL,Rituals and practices associated with Kit Mikayi shrine,Kenya
01490,USL,Sega tambour Chagos,Mauritius
01502,USL,Seperu folkdance and associated practices,Botswana
01458,USL,Spring rite of Juraŭski Karahod,Belarus
01499,RL,'Ie Samoa fine mat and its cultural value,Samoa
01496,RL,Ak-kalpak craftsmanship traditional knowledge and skills in making and wearing Kyrgyz men’s headwear,Kyrgyzstan
01471,RL,Alpinism,France
01471,RL,Alpinism,Italy
01471,RL,Alpinism,Switzerland
01513,RL,Armenian letter art and its cultural expressions,Armenia
01462,RL,Artisanal talavera of Puebla and Tlaxcala (Mexico) and ceramics of Talavera de la Reina and El Puente del Arzobispo (Spain) making process,Mexico
01462,RL,Artisanal talavera of Puebla and Tlaxcala (Mexico) and ceramics of Talavera de la Reina and El Puente del Arzobispo (Spain) making process,Spain
01508,RL,Byzantine chant,Cyprus
01508,RL,Byzantine chant,Greece
01276,RL,Celestinian forgiveness celebration,Italy
01510,RL,Cultural Complex of Bumba-meu-boi from Maranhão,Brazil
01478,RL,Drotárstvo wire craft and art,Slovakia
01491,RL,Ethiopian epiphany,Ethiopia
01170,RL,Gnawa,Morocco
01460,RL,Holy Week processions in Mendrisio,Switzerland
01461,RL,Irish harping,Ireland
01364,RL,Khorazm dance Lazgi,Uzbekistan
00683,RL,Kwagh-Hir theatrical performance,Nigeria
01469,RL,Morna musical practice of Cabo Verde,Cabo Verde
01514,RL,Music and dance of Dominican Bachata,Dominican Republic
01384,RL,Nuad Thai traditional Thai massage,Thailand
01366,RL,Ommegang of Brussels an annual historical procession and popular festival,Belgium
01432,RL,Practice of traditional music and dance in Setesdal playing dancing and singing (stev/stevjing),Norway
01369,RL,Practices and craftsmanship associated with the Damascene rose in Al-Mrah,Syrian Arab Republic
01379,RL,Practices of Then by Tày Nùng and Thái ethnic groups in Viet Nam,Viet Nam
01474,RL,Provision of services and hospitality during the Arba'in visitation,Iraq
01504,RL,Silat,Malaysia
01389,RL,The festival of the Santísima Trinidad del Señor Jesús del Gran Poder in the city of La Paz,Bolivia (Plurinational State of)
01456,RL,Tradition of Kosiv painted ceramics,Ukraine
01492,RL,Traditional skills of crafting and playing Dotār,Iran (Islamic Republic of)
01172,RL,Traditional technique of making Airag in Khokhuur and its associated customs,Mongolia
01367,RL,Traditional Turkish archery,Türkiye
01486,RL,Traditional turkmen carpet making art in Turkmenistan,Turkmenistan
01391,RL,Traditions of Pencak Silat,Indonesia
01463,RL,Winter festivities Carnival of Podence,Portugal
01309,RL,‘Hatajo de Negritos’ and ‘Hatajo de Pallitas’ from the Peruvian south-central coastline,Peru
01464,BSP,Biocultural programme for the safeguarding of the tradition of the Blessed Palm in Venezuela,Venezuela (Bolivarian Republic of)
01480,BSP,Safeguarding strategy of traditional crafts for peace building,Colombia
01390,USL,Enkipaata Eunoto and Olng'esherr three male rites of passage of the Maasai community,Kenya
01274,USL,Knowledge and skills of the water measurers of the foggaras or water bailiffs of Touat and Tidikelt,Algeria
01374,USL,Lkhon Khol Wat Svay Andet,Cambodia
01368,USL,Shadow play,Syrian Arab Republic
01381,USL,Suri Jagek (observing the sun) traditional meteorological and astronomical practice based on the observation of the sun moon and stars in reference to the local topography,Pakistan
01376,USL,Traditional hand puppetry,Egypt
01190,USL,Yalli (Kochari Tenzere) traditional group dances of Nakhchivan,Azerbaijan
01301,RL,As-Samer in Jordan,Jordan
01380,RL,Avalanche risk management,Switzerland
01380,RL,Avalanche risk management,Austria
01365,RL,Blaudruck/Modrotisk/Kékfestés/Modrotlač resist block printing and indigo dyeing in Europe,Austria
01365,RL,Blaudruck/Modrotisk/Kékfestés/Modrotlač resist block printing and indigo dyeing in Europe,Czechia
01365,RL,Blaudruck/Modrotisk/Kékfestés/Modrotlač resist block printing and indigo dyeing in Europe,Germany
01365,RL,Blaudruck/Modrotisk/Kékfestés/Modrotlač resist block printing and indigo dyeing in Europe,Hungary
01365,RL,Blaudruck/Modrotisk/Kékfestés/Modrotlač resist block printing and indigo dyeing in Europe,Slovakia
01378,RL,Bobbin lacemaking in Slovenia,Slovenia
01387,RL,Celebration in honor of the Budslaŭ icon of Our Lady (Budslaŭ fest),Belarus
01397,RL,Chakan embroidery art in the Republic of Tajikistan,Tajikistan
01371,RL,Chidaoba wrestling in Georgia,Georgia
01410,RL,Dondang Sayang,Malaysia
01405,RL,Festivity of Las Parrandas in the centre of Cuba,Cuba
01399,RL,Heritage of Dede Qorqud/Korkyt Ata/Dede Korkut epic culture folk tales and music,Azerbaijan
01399,RL,Heritage of Dede Qorqud/Korkyt Ata/Dede Korkut epic culture folk tales and music,Kazakhstan
01399,RL,Heritage of Dede Qorqud/Korkyt Ata/Dede Korkut epic culture folk tales and music,Türkiye
01359,RL,Horse and camel Ardhah,Oman
01263,RL,Hurling,Ireland
01385,RL,Khon masked dance drama in Thailand,Thailand
01400,RL,La Romería (the pilgrimage): ritual cycle of 'La llevada' (the carrying) of the Virgin of Zapopan,Mexico
01386,RL,Lum medicinal bathing of Sowa Rigpa knowledge and practices concerning life health and illness prevention and treatment among the Tibetan people in China,China
01396,RL,Međimurska popevka a folksong from Međimurje,Croatia
01372,RL,Mooba dance of the Lenje ethnic group of Central Province of Zambia,Zambia
01293,RL,Mwinoghe joyous dance,Malawi
01362,RL,Nativity scene (szopka) tradition in Krakow,Poland
01289,RL,Picking of iva grass on Ozren mountain,Bosnia and Herzegovina
01406,RL,Pottery skills of the women of Sejnane,Tunisia
01271,RL,Raiho-shin ritual visits of deities in masks and costumes,Japan
01398,RL,Reggae music of Jamaica,Jamaica
01383,RL,Ritual and festive expressions of the Congo culture,Panama
01370,RL,Rūkada Nātya traditional string puppet drama in Sri Lanka,Sri Lanka
01377,RL,Singing to the accompaniment of the Gusle,Serbia
01208,RL,Tamboradas drum-playing rituals,Spain
01207,RL,The skills related to perfume in Pays de Grasse: the cultivation of perfume plants the knowledge and processing of natural raw materials and the art of perfume composition,France
01533,RL,Traditional Korean wrestling (Ssirum/Ssireum),Democratic People’s Republic of Korea
01533,RL,Traditional Korean wrestling (Ssirum/Ssireum),Republic of Korea
01402,RL,Traditional spring festive rites of the Kazakh horse breeders,Kazakhstan
01392,BSP,Land-of-Legends programme for promoting and revitalizing the art of storytelling in Kronoberg Region,Sweden
01268,USL,Al Azi art of performing praise pride and fortitude poetry,United Arab Emirates
01285,USL,Colombian-Venezuelan llano work songs,Colombia
01285,USL,Colombian-Venezuelan llano work songs,Venezuela (Bolivarian Republic of)
01290,USL,Dikopelo folk music of Bakgatla ba Kgafela in Kgatleng District,Botswana
00871,USL,Mongolian traditional practices of worshipping the sacred sites,Mongolia
01256,USL,Taskiwin martial dance of the western High Atlas,Morocco
00658,USL,Whistled language,Türkiye
01261,RL,Al-Qatt Al-Asiri female traditional interior wall decoration in Asir Saudi Arabia,Saudi Arabia
01286,RL,Art of crafting and playing with Kamantcheh/Kamancha a bowed string musical instrument,Azerbaijan
01286,RL,Art of crafting and playing with Kamantcheh/Kamancha a bowed string musical instrument,Iran (Islamic Republic of)
00722,RL,Art of Neapolitan ‘Pizzaiuolo’,Italy
01272,RL,Artisanal processes and plant fibers techniques for talcos crinejas and pintas weaving of the pinta’o hat,Panama
01262,RL,Basel Carnival,Switzerland
01282,RL,Chogān a horse-riding game accompanied by music and storytelling,Iran (Islamic Republic of)
01265,RL,Craft of the miller operating windmills and watermills,Netherlands (Kingdom of the)
01279,RL,Craftmanship of Estremoz clay figures,Portugal
01287,RL,Cultural practices associated to the 1st of March,Bulgaria
01287,RL,Cultural practices associated to the 1st of March,North Macedonia
01287,RL,Cultural practices associated to the 1st of March,Republic of Moldova
01287,RL,Cultural practices associated to the 1st of March,Romania
01188,RL,Dolma making and sharing tradition a marker of cultural identity,Azerbaijan
01278,RL,Door-to-door rounds of Kurenti,Slovenia
01086,RL,Kazakh traditional Assyk games,Kazakhstan
01296,RL,Khaen music of the Lao people,Lao People's Democratic Republic
01295,RL,Kochari traditional group dance,Armenia
01294,RL,Kok boru traditional horse game,Kyrgyzstan
01270,RL,Kolo traditional folk dance,Serbia
01288,RL,Konjic woodcarving,Bosnia and Herzegovina
01258,RL,Kumbh Mela,India
01259,RL,Kushtdepdi rite of singing and dancing,Turkmenistan
01266,RL,Multipart singing of Horehronie,Slovakia
01292,RL,Nsima culinary tradition of Malawi,Malawi
01277,RL,Organ craftsmanship and music,Germany
01197,RL,Pinisi art of boatbuilding in South Sulawesi,Indonesia
01297,RL,Punto,Cuba
01291,RL,Rebetiko,Greece
01182,RL,Ritual journeys in La Paz during Alasita,Bolivia (Plurinational State of)
01257,RL,Sega tambour of Rodrigues Island,Mauritius
01284,RL,Spring celebration Hıdrellez,North Macedonia
01284,RL,Spring celebration Hıdrellez,Türkiye
01222,RL,The art of Bài Chòi in Central Viet Nam,Viet Nam
01112,RL,Traditional art of Shital Pati weaving of Sylhet,Bangladesh
01155,RL,Traditional system of Corongo’s water judges,Peru
01264,RL,Uilleann piping,Ireland
01260,RL,Xoan singing of Phú Thọ province Viet Nam,Viet Nam
01255,RL,Zaouli popular music and dance of the Guro communities in Côte d’Ivoire,Côte d'Ivoire
00969,BSP,Bulgarian Chitalishte (Community Cultural Centre): practical experience in safeguarding the vitality of the Intangible Cultural Heritage,Bulgaria
01254,BSP,Margilan Crafts Development Centre safeguarding of the atlas and adras making traditional technologies,Uzbekistan
01199,USL,Bisalhães black pottery manufacturing process,Portugal
01165,USL,Chapei Dang Veng,Cambodia
01194,USL,Cossack’s songs of Dnipropetrovsk Region,Ukraine
01187,USL,Ma'di bowl lyre music and dance,Uganda
01011,RL,Almezmar drumming and dancing with sticks,Saudi Arabia
00901,RL,Argungu international fishing and cultural festival,Nigeria
01062,RL,Beer culture in Belgium,Belgium
01178,RL,Bhojpuri folk songs in Mauritius Geet-Gawai,Mauritius
01198,RL,Carnival of El Callao a festive representation of a memory and cultural identity,Venezuela (Bolivarian Republic of)
01077,RL,Carnival of Granville,France
01108,RL,Charrería equestrian tradition in Mexico,Mexico
01068,RL,Culture of Jeju Haenyeo (women divers),Republic of Korea
01181,RL,Flatbread making and sharing culture: Lavash Katyrma Jupka Yufka,Azerbaijan
01181,RL,Flatbread making and sharing culture: Lavash Katyrma Jupka Yufka,Iran (Islamic Republic of)
01181,RL,Flatbread making and sharing culture: Lavash Katyrma Jupka Yufka,Kazakhstan
01181,RL,Flatbread making and sharing culture: Lavash Katyrma Jupka Yufka,Kyrgyzstan
01181,RL,Flatbread making and sharing culture: Lavash Katyrma Jupka Yufka,Türkiye
01164,RL,Gada system an indigenous democratic socio-political system of the Oromo,Ethiopia
01200,RL,Idea and practice of organizing shared interests in cooperatives,Germany
01159,RL,Khidr Elias feast and its vows,Iraq
01085,RL,Kuresi in Kazakhstan,Kazakhstan
01205,RL,Living culture of three writing systems of the Georgian alphabet,Georgia
01091,RL,Mangal Shobhajatra on Pahela Baishakh,Bangladesh
01184,RL,Momoeria New Year's celebration in eight villages of Kozani area West Macedonia Greece,Greece
01162,RL,Music and dance of the merengue in the Dominican Republic,Dominican Republic
01191,RL,Oshi Palav a traditional meal and its social and cultural contexts in Tajikistan,Tajikistan
01166,RL,Palov culture and tradition,Uzbekistan
01064,RL,Practices related to the Viet beliefs in the Mother Goddesses of Three Realms,Viet Nam
01202,RL,Puppetry in Slovakia and Czechia,Slovakia
01202,RL,Puppetry in Slovakia and Czechia,Czechia
01185,RL,Rumba in Cuba a festive combination of music and dances and all the practices associated,Cuba
01203,RL,Škofja Loka passion play,Slovenia
01189,RL,Tahteeb stick game,Egypt
00647,RL,The Twenty-Four Solar Terms knowledge in China of time and practices developed through observation of the sun’s annual motion,China
01058,RL,Traditional craftsmanship of Çini-making,Türkiye
01167,RL,Traditional wall-carpet craftsmanship in Romania and the Republic of Moldova,Romania
01167,RL,Traditional wall-carpet craftsmanship in Romania and the Republic of Moldova,Republic of Moldova
00859,RL,Valencia Fallas festivity,Spain
01201,RL,Winegrowers’ Festival in Vevey,Switzerland
01163,RL,Yoga,India
01098,BSP,Community project of safeguarding the living culture of Rovinj/Rovigno: the Batana Ecomuseum,Croatia
00970,BSP,Festival of folklore in Koprivshtitsa: a system of practices for heritage presentation and transmission,Bulgaria
01156,BSP,Oselvar boat - reframing a traditional learning process of building and use to a modern context,Norway
01169,BSP,Regional Centres for Craftsmanship: a strategy for safeguarding the cultural heritage of traditional handicraft,Austria
01177,BSP,Safeguarding of the folk music heritage by the Kodály concept,Hungary
01061,USL,Coaxing ritual for camels,Mongolia
01104,USL,Glasoechko male two-part singing in Dolni Polog,North Macedonia
00911,USL,Koogere oral tradition of the Basongora Banyabindi and Batooro peoples,Uganda
01065,USL,Manufacture of cowbells,Portugal
01095,USL,Traditional Vallenato music of the Greater Magdalena region,Colombia
00997,RL,Aitysh/Aitys art of improvisation,Kazakhstan
00997,RL,Aitysh/Aitys art of improvisation,Kyrgyzstan
01078,RL,Al-Razfa a traditional performing art,United Arab Emirates
01078,RL,Al-Razfa a traditional performing art,Oman
01196,RL,Alardah Alnajdiyah dance drumming and poetry in Saudi Arabia,Saudi Arabia
01075,RL,Bagpipe culture,Slovakia
01106,RL,Classical horsemanship and the High School of the Spanish Riding School Vienna,Austria
00675,RL,Copper craftsmanship of Lahij,Azerbaijan
01028,RL,Epic art of Gorogly,Turkmenistan
01054,RL,Fichee-Chambalaalla New Year festival of the Sidama people,Ethiopia
01069,RL,Filete porteño in Buenos Aires a traditional painting technique,Argentina
01092,RL,Lad’s dances in Romania,Romania
01076,RL,Majlis a cultural and social space,United Arab Emirates
01076,RL,Majlis a cultural and social space,Saudi Arabia
01076,RL,Majlis a cultural and social space,Oman
01076,RL,Majlis a cultural and social space,Qatar
01099,RL,Marimba music traditional chants and dances from the Colombia South Pacific region and Esmeraldas Province of Ecuador,Colombia
01099,RL,Marimba music traditional chants and dances from the Colombia South Pacific region and Esmeraldas Province of Ecuador,Ecuador
01089,RL,Oshituthi shomagongo marula fruit festival,Namibia
00667,RL,Sbuâ annual pilgrimage to the zawiya of Sidi El Hadj Belkacem in Gourara,Algeria
01073,RL,Summer solstice fire festivals in the Pyrenees,Andorra
01073,RL,Summer solstice fire festivals in the Pyrenees,Spain
01073,RL,Summer solstice fire festivals in the Pyrenees,France
00968,RL,Surova folk feast in Pernik region,Bulgaria
00617,RL,Three genres of traditional dance in Bali,Indonesia
01103,RL,Tinian marble craftsmanship,Greece
01063,RL,Tradition of kimchi-making in the Democratic People's Republic of Korea,Democratic People’s Republic of Korea
01094,RL,Traditional knowledge and technologies relating to the growing and processing of the curagua,Venezuela (Bolivarian Republic of)
01080,RL,Tugging rituals and games,Cambodia
01080,RL,Tugging rituals and games,Philippines
01080,RL,Tugging rituals and games,Republic of Korea
01080,RL,Tugging rituals and games,Viet Nam
01056,RL,Wititi dance of the Colca Valley,Peru
00981,USL,Isukuti dance of Isukha and Idakho communities of Western Kenya,Kenya
00982,USL,Male-child cleansing ceremony of the Lango of central northern Uganda,Uganda
00983,USL,Mapoyo oral tradition and its symbolic reference points within their ancestral territory,Venezuela (Bolivarian Republic of)
01012,RL,Al-Ayyala a traditional performing art of the Sultanate of Oman and the United Arab Emirates,Oman
01012,RL,Al-Ayyala a traditional performing art of the Sultanate of Oman and the United Arab Emirates,United Arab Emirates
01000,RL,Al-Zajal recited or sung poetry,Lebanon
00955,RL,Argan practices and know-how concerning the argan tree,Morocco
00914,RL,Arirang folk song in the Democratic People’s Republic of Korea,Democratic People’s Republic of Korea
