id,name_en,name_local,country,lat,lon,radius_km,dishes,sources,is_modal,retrieved
Q192786,Italian cuisine,cucina italiana,Italy,42.50000,12.50000,310,John's of Bleecker Street|Juliana's Pizza|Kesté|Antico Pizza|Nicky Blair's|Tony's Pizza Napoletana,https://www.wikidata.org/wiki/Q192786|https://en.wikipedia.org/wiki/Italian_cuisine|https://it.wikipedia.org/wiki/Cucina_italiana,,2026-08-22
Q2740486,cuisine of New England,מטבח ניו אינגלנד,United States,39.82818,-98.57950,600,Boston baked beans|clam cake|Parker House roll|beach pizza,https://www.wikidata.org/wiki/Q2740486|https://en.wikipedia.org/wiki/Cuisine_of_New_England,,2026-08-22
Q5192766,cuisine of California,Culinária da Califórnia,United States,39.82818,-98.57950,600,Hangtown fry|celery Victor|green goddess dressing|Oysters Kirkpatrick|El Dorado Kitchen,https://www.wikidata.org/wiki/Q5192766|https://en.wikipedia.org/wiki/Cuisine_of_California,,2026-08-22
Q2234037,Sri Lankan cuisine,இலங்கை உணவு முறைகள்,Sri Lanka,7.00000,81.00000,145,thali|Maldive fish|Aliyaa,https://www.wikidata.org/wiki/Q2234037|https://en.wikipedia.org/wiki/Sri_Lankan_cuisine|https://ta.wikipedia.org/wiki/%E0%AE%87%E0%AE%B2%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AF%88_%E0%AE%89%E0%AE%A3%E0%AE%B5%E0%AF%81_%E0%AE%AE%E0%AF%81%E0%AE%B1%E0%AF%88%E0%AE%95%E0%AE%B3%E0%AF%8D,,2026-08-22
Q2345196,Turkmen cuisine,туркменская кухня,Turkmenistan,39.00000,60.00000,395,pilaf|beşbarmaq|chorba|Kuyrdak,https://www.wikidata.org/wiki/Q2345196|https://en.wikipedia.org/wiki/Turkmen_cuisine,,2026-08-22
Q2560444,Haitian cuisine,cuisine haïtienne,Haiti,19.00000,-72.80000,94,soup joumou|Haitian patty|Le Soleil,https://www.wikidata.org/wiki/Q2560444|https://en.wikipedia.org/wiki/Haitian_cuisine|https://fr.wikipedia.org/wiki/Cuisine_ha%C3%AFtienne,,2026-08-22
Q2564183,Bhutanese cuisine,འབྲུག་པའི་བཞེས་སྒོ།,Bhutan,27.45000,90.50000,111,momo|Ema datshi|kewa datshi,https://www.wikidata.org/wiki/Q2564183|https://en.wikipedia.org/wiki/Bhutanese_cuisine|https://dz.wikipedia.org/wiki/%E0%BD%A0%E0%BD%96%E0%BE%B2%E0%BD%B4%E0%BD%82%E0%BC%8B%E0%BD%94%E0%BD%A0%E0%BD%B2%E0%BC%8B%E0%BD%96%E0%BD%9E%E0%BD%BA%E0%BD%A6%E0%BC%8B%E0%BD%A6%E0%BE%92%E0%BD%BC%E0%BC%8D,,2026-08-22
Q2915172,Jordanian cuisine,مطبخ أردني,Jordan,31.20000,36.50000,169,taboon bread|qatayef|stuffed squash|galayet bandora,https://www.wikidata.org/wiki/Q2915172|https://en.wikipedia.org/wiki/Jordanian_cuisine|https://ar.wikipedia.org/wiki/%D9%85%D8%B7%D8%A8%D8%AE_%D8%A3%D8%B1%D8%AF%D9%86%D9%8A,,2026-08-22
Q3006881,Algerian cuisine,مطبخ جزائري,Algeria,28.00000,1.00000,600,couscous|Pastilla|Calentica|frita|Maghlouga|Zviti,https://www.wikidata.org/wiki/Q3006881|https://en.wikipedia.org/wiki/Algerian_cuisine|https://ar.wikipedia.org/wiki/%D9%85%D8%B7%D8%A8%D8%AE_%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1%D9%8A,,2026-08-22
Q3006895,Bolivian cuisine,gastronomía de Bolivia,Bolivia,-17.05687,-64.99123,591,coca tea|salteña|Locro|anticucho|Chola sandwich|Bolivian restaurant,https://www.wikidata.org/wiki/Q3006895|https://en.wikipedia.org/wiki/Bolivian_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_Bolivia,,2026-08-22
Q3006970,Paraguayan cuisine,gastronomía de Paraguay,Paraguay,-23.50000,-58.00000,360,sopa paraguaya|dulce de batata|piracaldo|Paraguay cheese,https://www.wikidata.org/wiki/Q3006970|https://en.wikipedia.org/wiki/Paraguayan_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_Paraguay,,2026-08-22
Q3006994,Tajik cuisine,cuisine tadjike,Tajikistan,38.58333,71.36667,213,pilaf|chorba|Mastava|Nisholda|Shakarap|Qurutob,https://www.wikidata.org/wiki/Q3006994|https://en.wikipedia.org/wiki/Tajik_cuisine,,2026-08-22
Q1193132,Latvian cuisine,latviešu virtuve,Latvia,57.00000,25.00000,140,cold borscht|kvass|aspic|Sklandrausis|blodpalt|cabbage roll,https://www.wikidata.org/wiki/Q1193132|https://en.wikipedia.org/wiki/Latvian_cuisine|https://lv.wikipedia.org/wiki/Latvie%C5%A1u_virtuve,,2026-08-22
Q385996,Canarian cuisine,gastronomía de las Islas Canarias,Spain,28.00000,-15.75000,49,Canarian wrinkly potatoes|mojo|Almogrote,https://www.wikidata.org/wiki/Q385996|https://en.wikipedia.org/wiki/Canarian_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_Canarias,,2026-08-22
Q489789,Andalusian cuisine,gastronomía de Andalucía,Spain,40.20000,-3.50000,401,ajoblanco|gachas|Tocino de cielo|Migas|chicharrón|Gazpachuelo,https://www.wikidata.org/wiki/Q489789|https://en.wikipedia.org/wiki/Andalusian_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_Andaluc%C3%ADa,,2026-08-22
Q960320,Castilian-Manchego cuisine,gastronomía de Castilla-La Mancha,Spain,39.50001,-3.00003,159,Atascaburras|duelos y quebrantos|morteruelo,https://www.wikidata.org/wiki/Q960320|https://en.wikipedia.org/wiki/Manchego_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_Castilla-La_Mancha,,2026-08-22
Q1223242,Valencian cuisine,gastronomía de la Comunidad Valenciana,Spain,39.50000,-0.75000,86,paella|arnadí|orelletes|Arròs negre|Esgarrat|Arròs al forn,https://www.wikidata.org/wiki/Q1223242|https://en.wikipedia.org/wiki/Valencian_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_la_Comunidad_Valenciana,,2026-08-22
Q1492077,Galician cuisine,gastronomía de Galicia,Spain,42.80000,-7.90000,97,Tarta de Santiago|Galician empanada|Caldo galego|Lacón Gallego|polbo á feira|orelletes,https://www.wikidata.org/wiki/Q1492077|https://en.wikipedia.org/wiki/Galician_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_Galicia,,2026-08-22
Q1735570,Catalan cuisine,gastronomía de Cataluña,Spain,41.85000,1.56667,101,crema catalana|Sarsuela|mató|orelletes|Arròs negre|samfaina,https://www.wikidata.org/wiki/Q1735570|https://en.wikipedia.org/wiki/Catalan_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_Catalu%C3%B1a,,2026-08-22
Q4308223,cuisine of the Region of Murcia,gastronomía de la Región de Murcia,Spain,38.00000,-1.83333,60,caldero|michirones|Calasparra rice|crespillo|Campo de Cartagena|Jallullo,https://www.wikidata.org/wiki/Q4308223|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_la_Regi%C3%B3n_de_Murcia,,2026-08-22
Q16268311,cuisine of the province of Modena,cucina modenese,Italy,44.55000,10.88333,29,tortellini|Parmesan|Zampone Modena PGI|Cotechino Modena PGI|Sassolino|torta Barozzi,https://www.wikidata.org/wiki/Q16268311|https://it.wikipedia.org/wiki/Cucina_modenese,,2026-08-22
Q122059184,Minnesotan cuisine,кухня Миннесоты,United States,46.00000,-94.00000,268,Minnesota sushi|Hot beef commercial|Wild rice salad,https://www.wikidata.org/wiki/Q122059184|https://en.wikipedia.org/wiki/Cuisine_of_Minnesota,,2026-08-22
Q136726,Singaporean cuisine,Singaporean cuisine,Singapore,1.30000,103.80000,25,satay|nasi goreng|thali|Hainanese chicken rice|gulai,https://www.wikidata.org/wiki/Q136726|https://en.wikipedia.org/wiki/Singaporean_cuisine|https://en.wikipedia.org/wiki/Singaporean_cuisine,,2026-08-22
Q139430,Cambodian cuisine,សិល្បៈធ្វើម្ហូបខ្មែរ,Cambodia,12.50000,105.00000,240,thali|Num Pang|Chha kh'nhei|Le Petit Cambodge|Phnom Penh Noodle House|Cha kroeung,https://www.wikidata.org/wiki/Q139430|https://en.wikipedia.org/wiki/Cambodian_cuisine|https://km.wikipedia.org/wiki/%E1%9E%A2%E1%9E%B6%E1%9E%A0%E1%9E%B6%E1%9E%9A%E1%9E%81%E1%9F%92%E1%9E%98%E1%9F%82%E1%9E%9A,,2026-08-22
Q180817,Portuguese cuisine,culinária portuguesa,Portugal,38.70000,-9.18333,171,Francesinha|gazpacho|Bacalhau à Brás|arroz de marisco|cocido|feijoada,https://www.wikidata.org/wiki/Q180817|https://en.wikipedia.org/wiki/Portuguese_cuisine|https://pt.wikipedia.org/wiki/Gastronomia_de_Portugal,,2026-08-22
Q579500,Argentine cuisine,Gastronomía de Argentina,Argentina,-34.00000,-64.00000,600,Argentine pizza|Rogel|Ox (Portland  Oregon)|Bondiola sandwich|Jesuita (sandwich)|Argentinian restaurant,https://www.wikidata.org/wiki/Q579500|https://en.wikipedia.org/wiki/Argentine_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_Argentina,,2026-08-22
Q614394,Brazilian cuisine,culinária brasileira,Brazil,-14.00000,-53.00000,600,feijoada|coxinha|beijinho|Bauru|Bobó de camarão|brigadeiro,https://www.wikidata.org/wiki/Q614394|https://en.wikipedia.org/wiki/Brazilian_cuisine|https://pt.wikipedia.org/wiki/Culin%C3%A1ria_do_Brasil,,2026-08-22
Q622512,Spanish cuisine,gastronomía de España,Spain,40.20000,-3.50000,401,turrón|gazpacho|tapas|Spanish omelette|cochinillo de Segovia|Chistorra,https://www.wikidata.org/wiki/Q622512|https://en.wikipedia.org/wiki/Spanish_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_Espa%C3%B1a,,2026-08-22
Q257508,Ethiopian cuisine,эфиопская кухня,Ethiopia,9.00000,40.00000,593,Lion of Judah Ethiopian American Cuisine|Ga'at|shamēta|k’urit’i|k’ik’ili|Messob,https://www.wikidata.org/wiki/Q257508|https://en.wikipedia.org/wiki/Ethiopian_cuisine,,2026-08-22
Q264327,Hungarian cuisine,magyar konyha,Hungary,47.00000,19.00000,172,sour cherry soup|goulash|Zwetschkenknödel|Esterházy torte|Liptauer|lecsó,https://www.wikidata.org/wiki/Q264327|https://en.wikipedia.org/wiki/Hungarian_cuisine|https://hu.wikipedia.org/wiki/Magyar_konyham%C5%B1v%C3%A9szet,,2026-08-22
Q265309,Romanian cuisine,bucătăria românească,Romania,46.00000,25.00000,275,borscht|Zwetschkenknödel|Papanași|stuffed peppers|Tarama|Frigărui,https://www.wikidata.org/wiki/Q265309|https://en.wikipedia.org/wiki/Romanian_cuisine|https://ro.wikipedia.org/wiki/Buc%C4%83t%C4%83ria_rom%C3%A2neasc%C4%83,,2026-08-22
Q383096,Afghan cuisine,Afgʻon oshxonasi,Afghanistan,33.00000,66.00000,456,pilaf|thali|falooda|Kabuli pulaw|Teaneck Kebab House|Nisholda,https://www.wikidata.org/wiki/Q383096|https://en.wikipedia.org/wiki/Afghan_cuisine|https://uz.wikipedia.org/wiki/Afg%CA%BBon_oshxonasi,,2026-08-22
Q387580,Bulgarian cuisine,Българска кухня,Bulgaria,42.75000,25.50000,188,sauerkraut|Imam Bayıldı|stuffed peppers|banitsa|Patatnik|Pinđur,https://www.wikidata.org/wiki/Q387580|https://en.wikipedia.org/wiki/Bulgarian_cuisine|https://bg.wikipedia.org/wiki/%D0%91%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D1%81%D0%BA%D0%B0_%D0%BA%D1%83%D1%85%D0%BD%D1%8F,,2026-08-22
Q388672,Kazakh cuisine,казахская кухня,Kazakhstan,48.00000,68.00000,600,pilaf|beşbarmaq|chorba|oromo|belyash|Kazy,https://www.wikidata.org/wiki/Q388672|https://en.wikipedia.org/wiki/Kazakh_cuisine|https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D1%83%D1%85%D0%BD%D1%8F,,2026-08-22
Q207965,Mexican cuisine,gastronomía de México,Mexico,23.00000,-102.00000,600,pico de gallo|taco|guacamole|nachos|pozole|El Torito,https://www.wikidata.org/wiki/Q207965|https://en.wikipedia.org/wiki/Mexican_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_M%C3%A9xico,,2026-08-22
Q192087,Indian cuisine,भारतीय खाना,India,22.80000,83.00000,600,Dal makhani|baingan bartha|fish and chips|naan|masala chai|idli,https://www.wikidata.org/wiki/Q192087|https://en.wikipedia.org/wiki/Indian_cuisine|https://hi.wikipedia.org/wiki/%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4%E0%A5%80%E0%A4%AF_%E0%A4%96%E0%A4%BE%E0%A4%A8%E0%A4%BE,,2026-08-22
Q4783734,Aragonese cuisine,gastronomía de Aragón,Spain,41.00000,-1.00000,123,Chistorra|regañao|Figatell|Pan de cañada,https://www.wikidata.org/wiki/Q4783734|https://en.wikipedia.org/wiki/Aragonese_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_Arag%C3%B3n,,2026-08-22
Q11374408,cuisine of Kyoto,京料理,Japan,35.00000,136.00000,347,Isshisoden Nakamura|Maeda|Shimogamosaryo,https://www.wikidata.org/wiki/Q11374408|https://ja.wikipedia.org/wiki/%E4%BA%AC%E6%96%99%E7%90%86,,2026-08-22
Q16821205,Jamaican cuisine,Jamaican cuisine,Jamaica,18.18000,-77.40000,59,Stew peas|Rasta Pasta|Patois,https://www.wikidata.org/wiki/Q16821205|https://en.wikipedia.org/wiki/Jamaican_cuisine|https://en.wikipedia.org/wiki/Jamaican_cuisine,,2026-08-22
Q19360432,Lithuanian cuisine,Lietuviška virtuvė,Lithuania,55.20000,24.00000,144,borscht|cold borscht|kvass|zrazy|aspic|kibinai,https://www.wikidata.org/wiki/Q19360432|https://en.wikipedia.org/wiki/Lithuanian_cuisine|https://lt.wikipedia.org/wiki/Lietuvi%C5%A1ka_virtuv%C4%97,,2026-08-22
Q30681835,North Korean cuisine,조선민주주의인민공화국 요리,North Korea,40.00000,127.00000,196,Ongryugwan|Sungeoguk|pyeonsu|injo-gogi-bap|injo-gogi|Paensae,https://www.wikidata.org/wiki/Q30681835|https://en.wikipedia.org/wiki/North_Korean_cuisine|https://ko.wikipedia.org/wiki/%EC%A1%B0%EC%84%A0%EB%AF%BC%EC%A3%BC%EC%A3%BC%EC%9D%98%EC%9D%B8%EB%AF%BC%EA%B3%B5%ED%99%94%EA%B5%AD_%EC%9A%94%EB%A6%AC,,2026-08-22
Q104414130,South Korean cuisine,대한민국 요리,South Korea,36.00000,128.00000,179,hodu-gwaja|dak-galbi|chalbori-ppang|jjolmyeon|milmyeon|rabokki,https://www.wikidata.org/wiki/Q104414130|https://en.wikipedia.org/wiki/South_Korean_cuisine|https://ko.wikipedia.org/wiki/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD_%EC%9A%94%EB%A6%AC,,2026-08-22
Q783010,Australian cuisine,Australian cuisine,Australia,-25.00000,133.00000,600,kangaroo meat|Anzac biscuit|Flake|sausage sizzle|steak and eggs|Zucchini slice,https://www.wikidata.org/wiki/Q783010|https://en.wikipedia.org/wiki/Australian_cuisine|https://en.wikipedia.org/wiki/Australian_cuisine,,2026-08-22
Q787497,Indonesian cuisine,masakan Indonesia,Indonesia,-2.00000,118.00000,600,emping|Tempeh|satay|gado-gado|nasi goreng|brem,https://www.wikidata.org/wiki/Q787497|https://en.wikipedia.org/wiki/Indonesian_cuisine|https://id.wikipedia.org/wiki/Hidangan_Indonesia,,2026-08-22
Q234138,Japanese cuisine,日本料理,Japan,35.00000,136.00000,347,onigiri|sushi|kamaboko|monjayaki|tofu|sashimi,https://www.wikidata.org/wiki/Q234138|https://en.wikipedia.org/wiki/Japanese_cuisine|https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86,,2026-08-22
Q654493,Turkish cuisine,Türk mutfağı,Turkey,39.00000,36.00000,499,doner kebab|Imam Bayıldı|İskender kebap|Adana kebabı|pilaf|rakı,https://www.wikidata.org/wiki/Q654493|https://en.wikipedia.org/wiki/Turkish_cuisine|https://tr.wikipedia.org/wiki/T%C3%BCrk_mutfa%C4%9F%C4%B1,,2026-08-22
Q684343,Armenian cuisine,Հայկական խոհանոց,Armenia,40.38333,44.95000,97,Imam Bayıldı|pilaf|lavash|baba ghanoush|khash|harees,https://www.wikidata.org/wiki/Q684343|https://en.wikipedia.org/wiki/Armenian_cuisine|https://hy.wikipedia.org/wiki/%D5%80%D5%A1%D5%B5%D5%AF%D5%A1%D5%AF%D5%A1%D5%B6_%D5%AD%D5%B8%D5%B0%D5%A1%D5%B6%D5%B8%D6%81,,2026-08-22
Q707908,Taiwanese cuisine,Tâi-oân liāu-lí,Taiwan,24.00000,121.00000,107,pineapple cake|tea egg|Ló͘-bah-pn̄g|xiaolongbao|Small sausage in large sausage|Ta-a noodles,https://www.wikidata.org/wiki/Q707908|https://en.wikipedia.org/wiki/Taiwanese_cuisine,,2026-08-22
Q5876017,cuisine of the province of Almería,gastronomía de la provincia de Almería,Spain,37.01861,-2.44472,53,Lomo a la orza|patatas a lo pobre|Olla de trigo,https://www.wikidata.org/wiki/Q5876017|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_la_provincia_de_Almer%C3%ADa,,2026-08-22
Q56604778,Venetian cuisine,Cucina veneziana,Italy,45.43972,12.33194,25,Baccalà alla vicentina|fegato alla Veneziana|Frittelle|Pesca bianca di Venezia PAT,https://www.wikidata.org/wiki/Q56604778|https://it.wikipedia.org/wiki/Cucina_veneziana,,2026-08-22
Q841984,Thai cuisine,อาหารไทย,Thailand,14.00000,101.00000,404,Khao man gai|Nam ngiao|fish sauce|green curry|pad thai|tom yum,https://www.wikidata.org/wiki/Q841984|https://en.wikipedia.org/wiki/Thai_cuisine|https://th.wikipedia.org/wiki/%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B9%84%E0%B8%97%E0%B8%A2,,2026-08-22
Q846275,Eritrean cuisine,Eritrean cuisine,Eritrea,15.48333,38.25000,193,Ga'at|Le Selam|Bar Zilli,https://www.wikidata.org/wiki/Q846275|https://en.wikipedia.org/wiki/Eritrean_cuisine|https://en.wikipedia.org/wiki/Eritrean_cuisine,,2026-08-22
Q871595,Czech cuisine,česká kuchyně,Czech Republic,50.00000,15.00000,158,strudel|potato salad|potato pancake|sauerkraut|Buchteln|Zwetschkenknödel,https://www.wikidata.org/wiki/Q871595|https://en.wikipedia.org/wiki/Czech_cuisine|https://cs.wikipedia.org/wiki/%C4%8Cesk%C3%A1_kuchyn%C4%9B,,2026-08-22
Q909057,Colombian cuisine,gastronomía de Colombia,Colombia,4.00000,-73.25000,600,arepa|Puchero|Cholado|Pandebono|Calentao|Pueblito Viejo,https://www.wikidata.org/wiki/Q909057|https://en.wikipedia.org/wiki/Colombian_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_de_Colombia,,2026-08-22
Q918277,British cuisine,British cuisine,United Kingdom,54.60000,-2.00000,278,Melba toast|Battenberg cake|ploughman's lunch|rich tea|English muffin|cobbler,https://www.wikidata.org/wiki/Q918277|https://en.wikipedia.org/wiki/British_cuisine|https://en.wikipedia.org/wiki/British_cuisine,,2026-08-22
Q929239,Lebanese cuisine,مطبخ بلاد الشام,Lebanon,33.83333,35.76667,58,Jibneh Arabieh|qatayef|Aladdin's Eatery|Boustan|stuffed squash|Meghli,https://www.wikidata.org/wiki/Q929239|https://en.wikipedia.org/wiki/Lebanese_cuisine|https://ar.wikipedia.org/wiki/%D9%85%D8%B7%D8%A8%D8%AE_%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A,,2026-08-22
Q792312,cuisine of Belgium,cuisine de Belgique,Belgium,50.64111,4.66806,99,carbonade flamande|Waterzooi|steak tartare|moules-frites|friterie|Paling in 't groen,https://www.wikidata.org/wiki/Q792312|https://en.wikipedia.org/wiki/Belgian_cuisine|https://fr.wikipedia.org/wiki/Cuisine_belge,,2026-08-22
Q826059,Vietnamese cuisine,ẩm thực Việt Nam,Vietnam,16.00000,108.00000,325,coconut candy|bánh bao|nước chấm|Bánh tráng|cốm|Lee's Sandwiches,https://www.wikidata.org/wiki/Q826059|https://en.wikipedia.org/wiki/Vietnamese_cuisine|https://vi.wikipedia.org/wiki/%E1%BA%A8m_th%E1%BB%B1c_Vi%E1%BB%87t_Nam,,2026-08-22
Q954489,Slovak cuisine,slovenská kuchyňa,Slovakia,48.70000,19.70000,125,Liptauer|egg barley|trdelník|Bryndzové halušky|cabbage stew a la Székely|halušky,https://www.wikidata.org/wiki/Q954489|https://en.wikipedia.org/wiki/Slovak_cuisine|https://sk.wikipedia.org/wiki/Slovensk%C3%A1_kuchy%C5%88a,,2026-08-22
Q1036498,Iraqi cuisine,مطبخ عراقي,Iraq,33.00000,43.00000,373,amba|Qema|ِAbbas bread,https://www.wikidata.org/wiki/Q1036498|https://en.wikipedia.org/wiki/Iraqi_cuisine|https://ar.wikipedia.org/wiki/%D9%85%D8%B7%D8%A8%D8%AE_%D8%B9%D8%B1%D8%A7%D9%82%D9%8A,,2026-08-22
Q1069518,Estonian cuisine,Eesti köök,Estonia,59.00000,26.00000,120,kvass|aspic|Smörgåstårta|egg butter|cabbage roll|glogg,https://www.wikidata.org/wiki/Q1069518|https://en.wikipedia.org/wiki/Estonian_cuisine|https://et.wikipedia.org/wiki/Eesti_k%C3%B6%C3%B6k,,2026-08-22
Q458851,Bavarian cuisine,Bayerische Küche,Germany,51.00000,10.00000,337,Rumford's Soup|Leberkäse|Weisswurst|Bayrisch Kraut|Sweet Bavarian mustard|Biergarten Restaurant,https://www.wikidata.org/wiki/Q458851|https://en.wikipedia.org/wiki/Bavarian_cuisine|https://de.wikipedia.org/wiki/Altbayerische_K%C3%BCche,,2026-08-22
Q821615,cuisine of Berlin,Berliner Küche,Germany,51.00000,10.00000,337,solyanka|Futschi|pea porridge,https://www.wikidata.org/wiki/Q821615|https://en.wikipedia.org/wiki/Cuisine_of_Berlin|https://de.wikipedia.org/wiki/Berliner_K%C3%BCche,,2026-08-22
Q744027,Greek cuisine,Ελληνική κουζίνα,Greece,38.50000,23.00000,205,Greek salad|Imam Bayıldı|tzatziki|baba ghanoush|Tarama|avgolemono,https://www.wikidata.org/wiki/Q744027|https://en.wikipedia.org/wiki/Greek_cuisine|https://el.wikipedia.org/wiki/%CE%95%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CE%AE_%CE%BA%CE%BF%CF%85%CE%B6%CE%AF%CE%BD%CE%B1,,2026-08-22
Q749847,Peruvian cuisine,gastronomía del Perú,Peru,-9.40000,-76.00000,600,chicha morada|stuffed peppers|coca tea|Locro|picarón|anticucho,https://www.wikidata.org/wiki/Q749847|https://en.wikipedia.org/wiki/Peruvian_cuisine|https://es.wikipedia.org/wiki/Gastronom%C3%ADa_del_Per%C3%BA,,2026-08-22
Q756020,Polish cuisine,kuchnia polska,Poland,52.00000,19.00000,315,borscht|pancake|cold borscht|zapiekanka|potato salad|potato pancake,https://www.wikidata.org/wiki/Q756020|https://en.wikipedia.org/wiki/Polish_cuisine|https://pl.wikipedia.org/wiki/Kuchnia_polska,,2026-08-22
Q772247,Malaysian cuisine,Masakan Malaysia,Malaysia,3.78051,102.31436,324,nasi goreng|thali|asam rong|Restoran Siti Fatimah|Banana Tree|Kedai Makan,https://www.wikidata.org/wiki/Q772247|https://en.wikipedia.org/wiki/Malaysian_cuisine|https://ms.wikipedia.org/wiki/Masakan_Malaysia,,2026-08-22
Q2732159,Gujarati cuisine,गुजराती खाना,India,22.80000,83.00000,600,dhokla|Idada|Undhiyu|kuler|Thepla|pipes and potatoes,https://www.wikidata.org/wiki/Q2732159|https://en.wikipedia.org/wiki/Gujarati_cuisine|https://hi.wikipedia.org/wiki/%E0%A4%97%E0%A5%81%E0%A4%9C%E0%A4%B0%E0%A4%BE%E0%A4%A4%E0%A5%80_%E0%A4%96%E0%A4%BE%E0%A4%A8%E0%A4%BE,,2026-08-22
Q3006870,Alsatian cuisine,cuisine alsacienne,France,47.00000,2.00000,453,spätzle|Dampfnudel|Baeckeoffe|Chez Yvonne,https://www.wikidata.org/wiki/Q3006870|https://en.wikipedia.org/wiki/Alsatian_cuisine|https://fr.wikipedia.org/wiki/Cuisine_alsacienne,,2026-08-22
Q3006967,cuisine niçoise,cuisine niçoise,France,47.00000,2.00000,453,bagna càuda|Gianchetti|pan-bagnat|Mesclun|Panisse|Pissalat,https://www.wikidata.org/wiki/Q3006967|https://fr.wikipedia.org/wiki/Cuisine_ni%C3%A7oise,,2026-08-22
Q3006988,Savoy cuisine,cuisine savoyarde,France,47.00000,2.00000,453,abondance|tome des Bauges|Le Pic Savoyard,https://www.wikidata.org/wiki/Q3006988|https://fr.wikipedia.org/wiki/Cuisine_savoyarde,,2026-08-22
Q3006989,cuisine of Provence,cuisine provençale,France,47.00000,2.00000,453,Anchoïade|Escargots à la provençale|Zucchini flower fritters,https://www.wikidata.org/wiki/Q3006989|https://en.wikipedia.org/wiki/Cuisine_of_Provence|https://fr.wikipedia.org/wiki/Cuisine_proven%C3%A7ale,,2026-08-22
Q3595259,Keralan cuisine,केरल का खाना,India,22.80000,83.00000,600,chutney|Parotta|Pundi,https://www.wikidata.org/wiki/Q3595259|https://en.wikipedia.org/wiki/Kerala_cuisine|https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A5%87%E0%A4%B0%E0%A4%B2_%E0%A4%95%E0%A4%BE_%E0%A4%96%E0%A4%BE%E0%A4%A8%E0%A4%BE,,2026-08-22
Q3954967,cuisine of Odisha,ओड़िशा का खाना,India,22.80000,83.00000,600,Dalma|Dahibara Aludam|Red Ant Chutney,https://www.wikidata.org/wiki/Q3954967|https://en.wikipedia.org/wiki/Cuisine_of_Odisha|https://hi.wikipedia.org/wiki/%E0%A4%93%E0%A4%A1%E0%A4%BC%E0%A4%BF%E0%A4%B6%E0%A4%BE_%E0%A4%95%E0%A4%BE_%E0%A4%96%E0%A4%BE%E0%A4%A8%E0%A4%BE,,2026-08-22
Q5192776,Karnataka cuisine,कर्नाटक का खाना,India,22.80000,83.00000,600,Chitranna|Vangibath|Majjige huli|Pundi,https://www.wikidata.org/wiki/Q5192776|https://en.wikipedia.org/wiki/Karnataka_cuisine,,2026-08-22
